client_id,time_step,traffic_flow
0,0,0.3877003490924835
0,1,0.38930103182792664
0,2,0.3909353017807007
0,3,0.39245280623435974
0,4,0.3940078318119049
0,5,0.39516791701316833
0,6,0.3959326148033142
0,7,0.3965815603733063
0,8,0.396875262260437
0,9,0.3969031870365143
0,10,0.3966793715953827
0,11,0.3958277404308319
0,12,0.3945080637931824
0,13,0.3925522267818451
0,14,0.3904688358306885
0,15,0.38830506801605225
0,16,0.3860741853713989
0,17,0.38426172733306885
0,18,0.3828337788581848
0,19,0.38201451301574707
0,20,0.3820936679840088
0,21,0.38272494077682495
0,22,0.3836173117160797
0,23,0.3851489722728729
1,0,0.4189557731151581
1,1,0.42061394453048706
1,2,0.42242422699928284
1,3,0.42413824796676636
1,4,0.4256625771522522
1,5,0.4268413186073303
1,6,0.42784497141838074
1,7,0.4285888671875
1,8,0.42929592728614807
1,9,0.42937466502189636
1,10,0.4291459918022156
1,11,0.4279344975948334
1,12,0.4260508716106415
1,13,0.4238603711128235
1,14,0.42138034105300903
1,15,0.4185790717601776
1,16,0.4164564609527588
1,17,0.4141957759857178
1,18,0.41271936893463135
1,19,0.4116389751434326
1,20,0.4114519953727722
1,21,0.4120052754878998
1,22,0.413059800863266
1,23,0.41456690430641174
2,0,0.4432692229747772
2,1,0.44514381885528564
2,2,0.4475279152393341
2,3,0.44912731647491455
2,4,0.4506368339061737
2,5,0.4521609842777252
2,6,0.4534655809402466
2,7,0.4546682834625244
2,8,0.45562076568603516
2,9,0.4559095799922943
2,10,0.45585373044013977
2,11,0.4552844762802124
2,12,0.45433080196380615
2,13,0.4526589512825012
2,14,0.45022040605545044
2,15,0.4477485716342926
2,16,0.445252388715744
2,17,0.442952960729599
2,18,0.4410709738731384
2,19,0.4401829242706299
2,20,0.4395923316478729
2,21,0.439614474773407
2,22,0.4403536319732666
2,23,0.44177359342575073
3,0,0.4827093183994293
3,1,0.4826003909111023
3,2,0.4845902621746063
3,3,0.48633280396461487
3,4,0.488078236579895
3,5,0.49020668864250183
3,6,0.49150463938713074
3,7,0.4929327070713043
3,8,0.4936298131942749
3,9,0.49468833208084106
3,10,0.49476638436317444
3,11,0.49400633573532104
3,12,0.49333152174949646
3,13,0.4927290976047516
3,14,0.4908045530319214
3,15,0.48835289478302
3,16,0.4854275584220886
3,17,0.4827272891998291
3,18,0.4801758825778961
3,19,0.47807377576828003
3,20,0.4761824905872345
3,21,0.4754928648471832
3,22,0.47581973671913147
3,23,0.47678622603416443
4,0,0.5057881474494934
4,1,0.5054020881652832
4,2,0.5054299235343933
4,3,0.5077001452445984
4,4,0.5095294713973999
4,5,0.5115797519683838
4,6,0.5134217739105225
4,7,0.5147331357002258
4,8,0.5164746642112732
4,9,0.5174752473831177
4,10,0.5185185074806213
4,11,0.5192490220069885
4,12,0.5194724798202515
4,13,0.5196818709373474
4,14,0.5183457136154175
4,15,0.5167026519775391
4,16,0.5144307017326355
4,17,0.5115466117858887
4,18,0.508705735206604
4,19,0.5063373446464539
4,20,0.5035635232925415
4,21,0.5021721124649048
4,22,0.5014523863792419
4,23,0.5018297433853149
