client_id,node_id,time_step,traffic_flow
0,0,0,0.3563602566719055
0,0,1,0.3565787076950073
0,0,2,0.3561059236526489
0,0,3,0.3557184636592865
0,0,4,0.35468143224716187
0,0,5,0.35369202494621277
0,0,6,0.3534475266933441
0,0,7,0.3531607687473297
0,0,8,0.35232841968536377
0,0,9,0.3508906662464142
0,0,10,0.3499898910522461
0,0,11,0.34981539845466614
0,0,12,0.3499288558959961
0,0,13,0.34956806898117065
0,0,14,0.3496111333370209
0,0,15,0.34940963983535767
0,0,16,0.34926411509513855
0,0,17,0.3501751124858856
0,0,18,0.35107478499412537
0,0,19,0.3523097336292267
0,0,20,0.3537367582321167
0,0,21,0.35413721203804016
0,0,22,0.35502102971076965
0,0,23,0.3553386926651001
0,1,0,0.3675646185874939
0,1,1,0.36704322695732117
0,1,2,0.3665408790111542
0,1,3,0.36583617329597473
0,1,4,0.3643832504749298
0,1,5,0.3639885485172272
0,1,6,0.364120751619339
0,1,7,0.3629012703895569
0,1,8,0.3622911870479584
0,1,9,0.3618873953819275
0,1,10,0.361172616481781
0,1,11,0.3612809479236603
0,1,12,0.3615316152572632
0,1,13,0.36108317971229553
0,1,14,0.36101073026657104
0,1,15,0.3610762655735016
0,1,16,0.3613358438014984
0,1,17,0.36234256625175476
0,1,18,0.36308395862579346
0,1,19,0.36405235528945923
0,1,20,0.3650876581668854
0,1,21,0.3657430410385132
0,1,22,0.3666820228099823
0,1,23,0.3672124743461609
0,2,0,0.3942404091358185
0,2,1,0.39380666613578796
0,2,2,0.3934054672718048
0,2,3,0.3925512731075287
0,2,4,0.39120611548423767
0,2,5,0.39075759053230286
0,2,6,0.3904736042022705
0,2,7,0.38980141282081604
0,2,8,0.38890987634658813
0,2,9,0.3885895311832428
0,2,10,0.38856425881385803
0,2,11,0.3881565034389496
0,2,12,0.38754674792289734
0,2,13,0.38734322786331177
0,2,14,0.38746583461761475
0,2,15,0.38720646500587463
0,2,16,0.38777053356170654
0,2,17,0.388713002204895
0,2,18,0.389614999294281
0,2,19,0.39033228158950806
0,2,20,0.3919316232204437
0,2,21,0.3927605152130127
0,2,22,0.3933401107788086
0,2,23,0.3946443796157837
0,3,0,0.4093678891658783
0,3,1,0.4093685746192932
0,3,2,0.4093606173992157
0,3,3,0.40890246629714966
0,3,4,0.4079784154891968
0,3,5,0.4076887369155884
0,3,6,0.4074987769126892
0,3,7,0.4070644676685333
0,3,8,0.4063805341720581
0,3,9,0.40561240911483765
0,3,10,0.4050915837287903
0,3,11,0.4041743576526642
0,3,12,0.4038189649581909
0,3,13,0.4034591019153595
0,3,14,0.4032849669456482
0,3,15,0.40326836705207825
0,3,16,0.40425270795822144
0,3,17,0.40527573227882385
0,3,18,0.40583187341690063
0,3,19,0.40664300322532654
0,3,20,0.4080447554588318
0,3,21,0.4079612195491791
0,3,22,0.4086206257343292
0,3,23,0.4095908999443054
0,4,0,0.4185265302658081
0,4,1,0.4186641573905945
0,4,2,0.4180621802806854
0,4,3,0.41708895564079285
0,4,4,0.4165017902851105
0,4,5,0.4161176085472107
0,4,6,0.41617968678474426
0,4,7,0.41551709175109863
0,4,8,0.41491156816482544
0,4,9,0.41440561413764954
0,4,10,0.4133293628692627
0,4,11,0.4133071005344391
0,4,12,0.41366297006607056
0,4,13,0.41339588165283203
0,4,14,0.4127289354801178
0,4,15,0.41266098618507385
0,4,16,0.4121650755405426
0,4,17,0.4130318760871887
0,4,18,0.4136717617511749
0,4,19,0.41432490944862366
0,4,20,0.415077805519104
0,4,21,0.4157354235649109
0,4,22,0.41680672764778137
0,4,23,0.41785961389541626
0,5,0,0.42881783843040466
0,5,1,0.42861858010292053
0,5,2,0.42777323722839355
0,5,3,0.4265150725841522
0,5,4,0.42575037479400635
0,5,5,0.42550337314605713
0,5,6,0.4254907965660095
0,5,7,0.4248495101928711
0,5,8,0.4242548942565918
0,5,9,0.4232043921947479
0,5,10,0.42234867811203003
0,5,11,0.4225280284881592
0,5,12,0.4222218990325928
0,5,13,0.4218200147151947
0,5,14,0.42166954278945923
0,5,15,0.42200931906700134
0,5,16,0.42247694730758667
0,5,17,0.42306289076805115
0,5,18,0.4238227307796478
0,5,19,0.42419928312301636
0,5,20,0.4252462387084961
0,5,21,0.4260568618774414
0,5,22,0.4266568124294281
0,5,23,0.42796918749809265
0,6,0,0.42705339193344116
0,6,1,0.4268116056919098
0,6,2,0.4263024628162384
0,6,3,0.4252817630767822
0,6,4,0.42428475618362427
0,6,5,0.4247076213359833
0,6,6,0.4244522154331207
0,6,7,0.4238792359828949
0,6,8,0.4232974052429199
0,6,9,0.42226651310920715
0,6,10,0.42126432061195374
0,6,11,0.42060238122940063
0,6,12,0.42055559158325195
0,6,13,0.4205908179283142
0,6,14,0.4211540222167969
0,6,15,0.42110249400138855
0,6,16,0.4213315546512604
0,6,17,0.42192986607551575
0,6,18,0.42233821749687195
0,6,19,0.4231017231941223
0,6,20,0.4239535331726074
0,6,21,0.424355685710907
0,6,22,0.4247315526008606
0,6,23,0.4251191318035126
0,7,0,0.422572523355484
0,7,1,0.42242175340652466
0,7,2,0.421977162361145
0,7,3,0.4211418926715851
0,7,4,0.4202299416065216
0,7,5,0.4200700521469116
0,7,6,0.4190863072872162
0,7,7,0.4181869626045227
0,7,8,0.4171094000339508
0,7,9,0.41646379232406616
0,7,10,0.4160347282886505
0,7,11,0.4156697988510132
0,7,12,0.41541334986686707
0,7,13,0.4148089289665222
0,7,14,0.4146978259086609
0,7,15,0.4146251082420349
0,7,16,0.4148322343826294
0,7,17,0.4159076511859894
0,7,18,0.4165208041667938
0,7,19,0.41696417331695557
0,7,20,0.4187765121459961
0,7,21,0.4192478060722351
0,7,22,0.4202982187271118
0,7,23,0.4213833808898926
1,0,0,0.4773569107055664
1,0,1,0.47805848717689514
1,0,2,0.4788587987422943
1,0,3,0.4792836606502533
1,0,4,0.4782699644565582
1,0,5,0.4770229458808899
1,0,6,0.47640305757522583
1,0,7,0.4747121036052704
1,0,8,0.473852276802063
1,0,9,0.47282347083091736
1,0,10,0.4712182879447937
1,0,11,0.46895164251327515
1,0,12,0.46705514192581177
1,0,13,0.46591827273368835
1,0,14,0.46477097272872925
1,0,15,0.46456390619277954
1,0,16,0.46352750062942505
1,0,17,0.463454008102417
1,0,18,0.46285995841026306
1,0,19,0.4628339111804962
1,0,20,0.4637165367603302
1,0,21,0.4653150141239166
1,0,22,0.46767884492874146
1,0,23,0.4701961278915405
1,1,0,0.49190080165863037
1,1,1,0.4934538006782532
1,1,2,0.49525582790374756
1,1,3,0.4944564700126648
1,1,4,0.4942472279071808
1,1,5,0.4927305281162262
1,1,6,0.49183520674705505
1,1,7,0.49078893661499023
1,1,8,0.48953777551651
1,1,9,0.48805367946624756
1,1,10,0.48617830872535706
1,1,11,0.48340606689453125
1,1,12,0.48127976059913635
