scenario,missing_rate,metric,best_method,best_value,second_best_method,second_best_value,worst_method,worst_value,notes
g_mcar_pt,0.05,MAE,forward_fill,87.49862735458164,mean_fill,129.33393891039455,road_topology_neighbor_fill,523.6444912620296,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.05,NRMSE,forward_fill,0.0174233473499867,mean_fill,0.0240484525947192,road_topology_neighbor_fill,0.0819560477741012,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.05,RMSE,forward_fill,181.8150797553333,mean_fill,250.94898463954183,road_topology_neighbor_fill,855.2228835919649,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.05,SMAPE,forward_fill,0.0490691253680287,mean_fill,0.0698909254896114,road_topology_neighbor_fill,0.2076650851773302,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.1,MAE,forward_fill,90.01376564306827,mean_fill,129.80101376463338,road_topology_neighbor_fill,515.533908391086,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.1,NRMSE,forward_fill,0.0179360810731952,mean_fill,0.0240598616410079,road_topology_neighbor_fill,0.0801344684824825,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.1,RMSE,forward_fill,187.7716767188052,mean_fill,251.88114078644247,road_topology_neighbor_fill,838.9225856261953,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.1,SMAPE,forward_fill,0.0503258935848652,mean_fill,0.0699969131049108,road_topology_neighbor_fill,0.2057055861999306,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.2,MAE,forward_fill,95.53400195489262,mean_fill,131.18162615728392,road_topology_neighbor_fill,502.8226903579789,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.2,NRMSE,forward_fill,0.0191379335136316,mean_fill,0.0243483433434211,road_topology_neighbor_fill,0.0775740426476271,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.2,RMSE,forward_fill,200.28318394598116,mean_fill,254.81140506402156,road_topology_neighbor_fill,811.8314467944756,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.2,SMAPE,forward_fill,0.0530901510588802,mean_fill,0.0705837162070213,road_topology_neighbor_fill,0.2027492140597679,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.3,MAE,forward_fill,101.5889139221552,mean_fill,132.8835423981472,road_topology_neighbor_fill,493.2864456342088,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.3,NRMSE,forward_fill,0.0203948728755486,function_curve_fit,0.0246289556937199,road_topology_neighbor_fill,0.0754009028052739,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.3,RMSE,forward_fill,213.51260962082836,function_curve_fit,257.8389497443943,road_topology_neighbor_fill,789.3671916445994,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
g_mcar_pt,0.3,SMAPE,forward_fill,0.056088853683377,mean_fill,0.0712513627168914,road_topology_neighbor_fill,0.2006041343039253,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.05,MAE,forward_fill,107.36832629872276,mean_fill,128.9203829677245,road_topology_neighbor_fill,523.0318092166616,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.05,NRMSE,forward_fill,0.0222994892147555,mean_fill,0.0238778366495911,road_topology_neighbor_fill,0.0816022036127387,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.05,RMSE,forward_fill,233.5330122880532,mean_fill,250.06236985963235,road_topology_neighbor_fill,854.5849743686517,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.05,SMAPE,forward_fill,0.0586471894940284,mean_fill,0.0695724686190929,road_topology_neighbor_fill,0.2073341938073426,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.1,MAE,forward_fill,99.13692834229448,mean_fill,129.9716879011309,road_topology_neighbor_fill,515.5063973267032,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.1,NRMSE,forward_fill,0.0203650292879723,mean_fill,0.0241100813207196,road_topology_neighbor_fill,0.080126412994858,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.1,RMSE,forward_fill,213.2001790260041,mean_fill,252.4068873765293,road_topology_neighbor_fill,838.8382532454564,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.1,SMAPE,forward_fill,0.0547081466111856,mean_fill,0.0701423964997221,road_topology_neighbor_fill,0.2057291097446824,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.2,MAE,forward_fill,99.5463675586834,mean_fill,131.175732947125,road_topology_neighbor_fill,502.6822066105973,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.2,NRMSE,forward_fill,0.0201349302898611,mean_fill,0.0243137763690346,road_topology_neighbor_fill,0.0774502775754497,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.2,RMSE,forward_fill,210.9688641596816,mean_fill,254.7537890702644,road_topology_neighbor_fill,811.5050240413524,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.2,SMAPE,forward_fill,0.0549795937396965,mean_fill,0.070565253429439,road_topology_neighbor_fill,0.2026660261796383,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.3,MAE,forward_fill,104.05289787654112,mean_fill,132.9521913949896,road_topology_neighbor_fill,493.39601126630384,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.3,NRMSE,forward_fill,0.0210322139574238,function_curve_fit,0.0246563365881174,road_topology_neighbor_fill,0.0754331926613589,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
