seed,method,client_id,mse,rmse,mae,mape,delay_rounds
42,FedAvg,0,13.672198295593262,3.697593581722207,3.114872694015503,4.035981371998787,0
42,FedAvg,1,29.547073364257812,5.435721972678313,4.431417942047119,7.3132045567035675,0
42,FedAvg,2,102.05097961425781,10.102028490073556,8.532718658447266,9.412655979394913,0
42,FedAvg,3,27.408842086791992,5.235345460119322,4.269153594970703,6.002151966094971,0
42,FedAvg,4,206.5743865966797,14.372695870875432,11.273478507995605,128.3191442489624,0
42,Proposed,0,12.133251190185547,3.483281669659453,2.9084665775299072,3.7665367126464844,0
42,Proposed,1,27.66074562072754,5.25934840267571,4.271993160247803,7.036883383989334,0
42,Proposed,2,99.9347915649414,9.996739046556202,8.402420997619629,9.25147756934166,0
42,Proposed,3,25.711355209350586,5.070636568454752,4.124944686889648,5.787132307887077,0
42,Proposed,4,197.13650512695312,14.04053079933067,10.879768371582031,126.3224720954895,0
42,FedAvg,0,11.793644905090332,3.434187663056626,2.816495180130005,3.6278877407312393,1
42,FedAvg,1,24.89122200012207,4.989110341546083,4.057683944702148,6.633864343166351,1
42,FedAvg,2,103.93034362792969,10.194623270524993,8.613438606262207,9.415807574987411,1
42,FedAvg,3,31.470916748046875,5.60989453983289,4.361222743988037,6.028800830245018,1
42,FedAvg,4,314.6849060058594,17.73936036067421,14.63947868347168,136.83078289031982,1
42,Proposed,0,11.520278930664062,3.394153639814212,2.770585775375366,3.5658255219459534,1
42,Proposed,1,24.40243148803711,4.939881728142599,4.020386219024658,6.564232707023621,1
42,Proposed,2,104.35211944580078,10.215288515054324,8.619464874267578,9.41442996263504,1
42,Proposed,3,32.32139587402344,5.685190926787194,4.379518985748291,6.038426607847214,1
42,Proposed,4,329.2370300292969,18.144889915050378,14.990575790405273,137.71750926971436,1
42,FedAvg,0,11.206907272338867,3.347671918264821,2.76992130279541,3.5733576864004135,2
42,FedAvg,1,24.154396057128906,4.914712204913824,3.998203992843628,6.531038135290146,2
42,FedAvg,2,98.3929443359375,9.919321767940461,8.333971977233887,9.10000205039978,2
42,FedAvg,3,24.29583168029785,4.929080206316169,3.9323136806488037,5.467827245593071,2
42,FedAvg,4,236.59185791015625,15.381542767556065,12.293719291687012,126.73724889755249,2
42,Proposed,0,10.371554374694824,3.220489772487226,2.6577675342559814,3.425964340567589,2
42,Proposed,1,23.34503936767578,4.831670453132724,3.9324581623077393,6.411122530698776,2
42,Proposed,2,97.42879486083984,9.870602558144048,8.272703170776367,9.02412086725235,2
42,Proposed,3,23.521116256713867,4.849857343954961,3.8640358448028564,5.364652723073959,2
42,Proposed,4,228.2030792236328,15.106391998873617,11.980692863464355,125.47142505645752,2
2024,FedAvg,0,13.576773643493652,3.6846673721645016,3.0551440715789795,3.8197211921215057,0
2024,FedAvg,1,39.44704818725586,6.280688512197995,4.902861595153809,8.086804300546646,0
2024,FedAvg,2,81.3387451171875,9.018799538585359,7.392249584197998,8.173807710409164,0
2024,FedAvg,3,23.6643123626709,4.86459786237988,3.971252202987671,5.087332054972649,0
2024,FedAvg,4,153.88641357421875,12.405096274282547,8.187714576721191,134.64889526367188,0
2024,Proposed,0,13.010976791381836,3.6070731613569795,2.985966920852661,3.7335220724344254,0
2024,Proposed,1,39.08919143676758,6.252134950300383,4.88008451461792,8.04867148399353,0
2024,Proposed,2,80.94782257080078,8.997100786964698,7.374139308929443,8.15349668264389,0
2024,Proposed,3,23.595439910888672,4.857513758178012,3.9625632762908936,5.082042142748833,0
2024,Proposed,4,149.35556030273438,12.221111254821894,7.972158908843994,133.47214460372925,0
2024,FedAvg,0,13.791083335876465,3.713634787627408,3.0879368782043457,3.858199715614319,1
2024,FedAvg,1,40.012813568115234,6.325568240728672,4.951179504394531,8.174574375152588,1
2024,FedAvg,2,83.81928253173828,9.15528713540642,7.560519695281982,8.389803022146225,1
2024,FedAvg,3,24.87343406677246,4.987327347064002,4.0831298828125,5.244339630007744,1
2024,FedAvg,4,164.21633911132812,12.814692314344818,8.824270248413086,137.76113986968994,1
2024,Proposed,0,12.767162322998047,3.573116612006673,2.951012134552002,3.68780680000782,1
2024,Proposed,1,38.85328674316406,6.233240468902516,4.855239391326904,7.99458771944046,1
2024,Proposed,2,82.27681732177734,9.070656939923223,7.44870662689209,8.243539184331894,1
2024,Proposed,3,24.15020179748535,4.914285481887001,4.001153469085693,5.127826705574989,1
2024,Proposed,4,157.20065307617188,12.537968458892049,8.506498336791992,134.17859077453613,1
2024,FedAvg,0,12.921573638916016,3.594659043486046,2.9646174907684326,3.704437240958214,2
2024,FedAvg,1,38.60000228881836,6.212890011002799,4.821848392486572,7.925859838724136,2
2024,FedAvg,2,81.50679779052734,9.028111529579558,7.389111518859863,8.159829676151276,2
2024,FedAvg,3,23.368858337402344,4.834134704101898,3.9399330615997314,5.028275772929192,2
2024,FedAvg,4,161.9280242919922,12.725094274385247,8.741930961608887,133.62667560577393,2
2024,Proposed,0,11.675156593322754,3.4168928273100336,2.795997381210327,3.492928668856621,2
2024,Proposed,1,37.41937255859375,6.117137611546249,4.715165138244629,7.721538096666336,2
2024,Proposed,2,80.48461151123047,8.971321614524276,7.310722827911377,8.049823343753815,2
2024,Proposed,3,22.930309295654297,4.788560252900061,3.8713912963867188,4.931201413273811,2
2024,Proposed,4,158.235595703125,12.579173092978927,8.622718811035156,129.9845576286316,2
2025,FedAvg,0,10.551528930664062,3.248311704665065,2.696566343307495,3.5661503672599792,0
2025,FedAvg,1,21.391218185424805,4.625064127709453,3.642197608947754,5.734790489077568,0
