seed,method,client_id,mse,rmse,mape,mae,r2
42,FedAvg,0,0.0001865768281277269,0.013659313321113586,1.2388532981276512,0.012388532981276512,-0.12236465792858597
42,Independent,0,0.00016660828259773552,0.012907682918012142,1.1164896190166473,0.011164896190166473,-0.0022425795952949468
42,FedAvg,1,0.0002410993620287627,0.015527375042438507,1.3546342961490154,0.013546342961490154,-0.5205232827909656
42,Independent,1,0.0003188666596543044,0.017856838181614876,1.5205604955554008,0.015205604955554008,-1.01097280653003
42,FedAvg,2,0.00010746149200713262,0.010366363450884819,0.7789064198732376,0.007789064198732376,0.12047015584592291
42,Independent,2,0.0001542152458569035,0.012418342754244804,0.956882257014513,0.00956882257014513,-0.2621908643912316
42,FedAvg,3,0.0001541433302918449,0.012415447272360325,1.0382860898971558,0.010382860898971558,0.2530550488272568
42,Independent,3,0.0008063550922088325,0.02839639224112034,2.4493003264069557,0.024493003264069557,-2.9074207714265907
42,FedAvg,4,0.0001972692843992263,0.014045258052647114,1.1420081369578838,0.011420081369578838,-0.29139819639455955
42,Independent,4,0.00015280817751772702,0.012361560016870499,1.033649779856205,0.01033649779856205,-0.00033938542431721785
2024,FedAvg,0,0.0001266660838155076,0.011254603043198586,0.9572414681315422,0.009572414681315422,0.1428892382406829
2024,Independent,0,0.00015100152813829482,0.012288267724215984,1.0178172029554844,0.010178172029554844,-0.021781230267974072
2024,FedAvg,1,0.00020350204431451857,0.014265414327383041,1.181892678141594,0.01181892678141594,-0.43088188374579706
2024,Independent,1,0.00016013185086194426,0.012654321268200874,1.0624664835631847,0.010624664835631847,-0.12593359202380405
2024,FedAvg,2,9.721027163323015e-05,0.00985952652990818,0.768540520220995,0.0076854052022099495,0.49506074013376056
2024,Independent,2,0.000216127053136006,0.01470126025378704,1.2281330302357674,0.012281330302357674,-0.12262863630317655
2024,FedAvg,3,0.00013179171946831048,0.0114800576120615,0.899692066013813,0.00899692066013813,0.15648624970877556
2024,Independent,3,0.0003423283342272043,0.018502116203308105,1.4856280758976936,0.014856280758976936,-1.191023109609696
2024,FedAvg,4,9.99537151074037e-05,0.009997685439884663,0.832253135740757,0.00832253135740757,0.17361012281954014
2024,Independent,4,0.0003303917474113405,0.01817668229341507,1.49338748306036,0.0149338748306036,-1.7315877270857176
3407,FedAvg,0,0.0002891886979341507,0.017005549743771553,1.3431275263428688,0.013431275263428688,-0.5341426714700024
3407,Independent,0,0.00021309460862539709,0.014597760513424873,1.0691349394619465,0.010691349394619465,-0.13046442038919248
3407,FedAvg,1,0.0002604441251605749,0.016138281673192978,1.302870362997055,0.01302870362997055,-0.31157550506958653
3407,Independent,1,0.00024275269242934883,0.015580522827804089,1.2902872636914253,0.012902872636914253,-0.22248297447848175
3407,FedAvg,2,0.0002060803526546806,0.014355499297380447,1.1999497190117836,0.011999497190117836,-0.573519706120774
3407,Independent,2,0.0002386356209171936,0.015447835437953472,1.3167783617973328,0.013167783617973328,-0.8220944257248111
3407,FedAvg,3,0.00045974543900229037,0.02144167572259903,1.7596367746591568,0.017596367746591568,-1.2496444181633573
3407,Independent,3,0.001742315711453557,0.04174105450510979,3.9233021438121796,0.039233021438121796,-7.52556648493753
3407,FedAvg,4,0.000679261633194983,0.026062648743391037,2.2332409396767616,0.022332409396767616,-2.9007905483703653
3407,Independent,4,0.0001881734497146681,0.013717632740736008,1.1315524578094482,0.011315524578094482,-0.08062226258944172
1234,FedAvg,0,0.0002885729190893471,0.016987433657050133,1.2942072935402393,0.012942072935402393,-1.1818861399761231
1234,Independent,0,0.0005692878039553761,0.023859752342104912,2.134522795677185,0.02134522795677185,-3.3043577948790075
1234,FedAvg,1,0.00018972805992234498,0.01377418078482151,1.1792835779488087,0.011792835779488087,-0.4571057585899465
1234,Independent,1,0.00020755261357408017,0.014406686648726463,1.1380397714674473,0.011380397714674473,-0.5939978619652149
1234,FedAvg,2,0.00015698968491051346,0.012529552914202213,1.0313508100807667,0.010313508100807667,0.08040155958079398
1234,Independent,2,0.0004764861078001559,0.021828562021255493,1.9020963460206985,0.019020963460206985,-1.7911122616678736
1234,FedAvg,3,0.00015224037633743137,0.01233857311308384,0.9794564917683601,0.009794564917683601,-0.2942553780699164
1234,Independent,3,0.00018448774062562734,0.013582626357674599,1.1119496077299118,0.011119496077299118,-0.5684027900707889
1234,FedAvg,4,0.00029868766432628036,0.017282582819461823,1.2062018737196922,0.012062018737196922,-0.34247120015363963
1234,Independent,4,0.0002229682431789115,0.014932121150195599,1.2201819568872452,0.012201819568872452,-0.0021454091460959557
5678,FedAvg,0,0.0005703369970433414,0.023881729692220688,2.073252573609352,0.02073252573609352,-1.8318932578711382
5678,Independent,0,0.00019858474843204021,0.01409201044589281,1.156314741820097,0.01156314741820097,0.013967473762655724
5678,FedAvg,1,0.00018250310677103698,0.013509371317923069,1.0103393346071243,0.010103393346071243,-0.1779544485175355
5678,Independent,1,0.0002394685725448653,0.015474772080779076,1.2502944096922874,0.012502944096922874,-0.5456343666389194
5678,FedAvg,2,0.00010148675937671214,0.010074064135551453,0.771650904789567,0.00771650904789567,0.3744196448954258
5678,Independent,2,0.0003615593886934221,0.019014714285731316,1.6145937144756317,0.016145937144756317,-1.2287089054850031
5678,FedAvg,3,8.939857070799917e-05,0.009455082006752491,0.764456856995821,0.00764456856995821,0.10033222292396027
5678,Independent,3,0.0006119100144132972,0.024736814200878143,2.2726451978087425,0.022726451978087425,-5.157993525284534
5678,FedAvg,4,0.00017816040781326592,0.013347674161195755,1.1346342973411083,0.011346342973411083,-0.2998942369210449
5678,Independent,4,0.00014112150529399514,0.011879457160830498,0.9700032882392406,0.009700032882392406,-0.029650962403495518
